step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
10,0.006,0.1156,0.7679140567779541,1.7775165339494783e-05,,,,,,,,,,,,,,,,,
20,0.012,0.0371,0.21576812863349915,2.312602328456944e-05,,,,,,,,,,,,,,,,,
30,0.018,0.0278,0.18948790431022644,2.6256074529123982e-05,,,,,,,,,,,,,,,,,
40,0.025,0.0241,0.1533357948064804,2.8476881229644103e-05,,,,,,,,,,,,,,,,,
50,0.031,0.021,0.15238741040229797,3.0199472733914897e-05,,,,,,,,,,,,,,,,,
60,0.037,0.0202,0.08894484490156174,3.160693247419864e-05,,,,,,,,,,,,,,,,,
70,0.043,0.0194,0.0915306955575943,3.279692272883117e-05,,,,,,,,,,,,,,,,,
80,0.049,0.0185,0.12809030711650848,3.382773917471876e-05,,,,,,,,,,,,,,,,,
90,0.055,0.0191,0.22066974639892578,3.4736983718753185e-05,,,,,,,,,,,,,,,,,
100,0.062,0.0174,0.217616468667984,3.5550330678989565e-05,,,,,,,,,,,,,,,,,
110,0.068,0.0181,0.1044926792383194,3.628609250152266e-05,,,,,,,,,,,,,,,,,
120,0.074,0.0174,0.2165633738040924,3.6957790419273306e-05,,,,,,,,,,,,,,,,,
130,0.08,0.0173,0.14874149858951569,3.757569260557988e-05,,,,,,,,,,,,,,,,,
140,0.086,0.0173,0.0900488942861557,3.814778067390583e-05,,,,,,,,,,,,,,,,,
150,0.092,0.0167,0.06841465830802917,3.8680381923544096e-05,,,,,,,,,,,,,,,,,
160,0.099,0.0165,0.10094266384840012,3.9178597119793427e-05,,,,,,,,,,,,,,,,,
170,0.105,0.0163,0.0605485662817955,3.964659835879661e-05,,,,,,,,,,,,,,,,,
180,0.111,0.0152,0.1679196059703827,4.0087841663827844e-05,,,,,,,,,,,,,,,,,
190,0.117,0.0163,0.08804810047149658,4.050522202490564e-05,,,,,,,,,,,,,,,,,
200,0.123,0.0165,0.08196563273668289,4.090118862406422e-05,,,,,,,,,,,,,,,,,
210,0.129,0.0156,0.13506512343883514,4.127783191846037e-05,,,,,,,,,,,,,,,,,
220,0.135,0.0163,0.08189838379621506,4.1636950446597326e-05,,,,,,,,,,,,,,,,,
230,0.142,0.0157,0.07903652638196945,4.198010277209993e-05,,,,,,,,,,,,,,,,,
240,0.148,0.0152,0.11882529407739639,4.230864836434797e-05,,,,,,,,,,,,,,,,,
250,0.154,0.0157,0.06443342566490173,4.2623780128335014e-05,,,,,,,,,,,,,,,,,
260,0.16,0.0155,0.08837884664535522,4.292655055065455e-05,,,,,,,,,,,,,,,,,
270,0.166,0.0154,0.10517674684524536,4.321789290838239e-05,,,,,,,,,,,,,,,,,
280,0.172,0.015,0.08434174209833145,4.3498638618980495e-05,,,,,,,,,,,,,,,,,
290,0.179,0.015,0.10259491950273514,4.376953154429486e-05,,,,,,,,,,,,,,,,,
300,0.185,0.0145,0.04877372458577156,4.403123986861876e-05,,,,,,,,,,,,,,,,,
310,0.191,0.0147,0.07814868539571762,4.428436602838797e-05,,,,,,,,,,,,,,,,,
320,0.197,0.0153,0.08158170431852341,4.4529455064868085e-05,,,,,,,,,,,,,,,,,
330,0.203,0.015,0.09618129581212997,4.4767001691151864e-05,,,,,,,,,,,,,,,,,
340,0.209,0.0157,0.11941453814506531,4.499745630387128e-05,,,,,,,,,,,,,,,,,
350,0.216,0.0151,0.054314881563186646,4.5221230123251285e-05,,,,,,,,,,,,,,,,,
360,0.222,0.0141,0.12399978190660477,4.5438699608902516e-05,,,,,,,,,,,,,,,,,
370,0.228,0.015,0.06117923930287361,4.565021027046638e-05,,,,,,,,,,,,,,,,,
380,0.234,0.0144,0.06001690402626991,4.58560799699803e-05,,,,,,,,,,,,,,,,,
390,0.24,0.0154,0.07083230465650558,4.605660179520909e-05,,,,,,,,,,,,,,,,,
400,0.246,0.0147,0.1095583364367485,4.625204656913888e-05,,,,,,,,,,,,,,,,,
410,0.252,0.0148,0.09512890130281448,4.6442665049556136e-05,,,,,,,,,,,,,,,,,
420,0.259,0.0144,0.06302959471940994,4.662868986353503e-05,,,,,,,,,,,,,,,,,
430,0.265,0.0144,0.11368605494499207,4.681033721427111e-05,,,,,,,,,,,,,,,,,
440,0.271,0.0156,0.08849873393774033,4.6987808391671985e-05,,,,,,,,,,,,,,,,,
450,0.277,0.0146,0.04496406391263008,4.7161291113173306e-05,,,,,,,,,,,,,,,,,
460,0.283,0.0135,0.05965564772486687,4.7330960717174586e-05,,,,,,,,,,,,,,,,,
470,0.289,0.0137,0.06140400841832161,4.749698122811721e-05,,,,,,,,,,,,,,,,,
