step,epoch,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
0,0.0,0.44155844150919205,0.4077669902404751,0.7866666666156533,0.6614173227836071,0.5040650405997488,0.648648648595179,0.3999999999497143,0.5500175871847957,22.9586,3.049,0.174
