step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
1440,0.352,0.0132,0.029911993071436882,4.7953641044076186e-05,,,,,,,,,,,
1450,0.355,0.0142,0.036578141152858734,4.7999273917046095e-05,,,,,,,,,,,
1460,0.357,0.0134,0.035763829946517944,4.804459315954542e-05,,,,,,,,,,,
1470,0.359,0.0137,0.03718656674027443,4.808960305326904e-05,,,,,,,,,,,
1480,0.362,0.0137,0.03304972127079964,4.813430779282514e-05,,,,,,,,,,,
1490,0.364,0.014,0.0404210090637207,4.8178711488081076e-05,,,,,,,,,,,
1500,0.367,0.0136,0.03172066807746887,4.8222818166430696e-05,,,,,,,,,,,
1510,0.369,0.0134,0.04588552191853523,4.826663177498638e-05,,,,,,,,,,,
1520,0.372,0.0148,0.032284487038850784,4.831015618269873e-05,,,,,,,,,,,
1530,0.374,0.013,0.048603132367134094,4.835339518240672e-05,,,,,,,,,,,
1540,0.377,0.0135,0.04047255218029022,4.839635249282114e-05,,,,,,,,,,,
1550,0.379,0.0134,0.050638433545827866,4.8439031760443784e-05,,,,,,,,,,,
1560,0.381,0.0137,0.03709110617637634,4.848143656142493e-05,,,,,,,,,,,
1570,0.384,0.0133,0.03676500916481018,4.852357040336154e-05,,,,,,,,,,,
1580,0.386,0.0141,0.032193198800086975,4.8565436727038275e-05,,,,,,,,,,,
1590,0.389,0.0146,0.044312622398138046,4.860703890811368e-05,,,,,,,,,,,
1600,0.391,0.0151,0.04000691697001457,4.8648380258753426e-05,,,,,,,,,,,
1610,0.394,0.0129,0.03227235749363899,4.868946402921278e-05,,,,,,,,,,,
1620,0.396,0.0139,0.03383771330118179,4.8730293409369916e-05,,,,,,,,,,,
1630,0.399,0.0151,0.03560008853673935,4.8770871530212245e-05,,,,,,,,,,,
1640,0.401,0.0129,0.030682645738124847,4.881120146527711e-05,,,,,,,,,,,
1650,0.403,0.0136,0.07600480318069458,4.885128623204883e-05,,,,,,,,,,,
1660,0.406,0.0137,0.022026360034942627,4.889112879331345e-05,,,,,,,,,,,
1670,0.408,0.0127,0.03547251224517822,4.893073205847281e-05,,,,,,,,,,,
1680,0.411,0.0139,0.025492355227470398,4.897009888481947e-05,,,,,,,,,,,
1690,0.413,0.0132,0.028263041749596596,4.900923207877368e-05,,,,,,,,,,,
1700,0.416,0.0136,0.03622684255242348,4.904813439708396e-05,,,,,,,,,,,
1710,0.418,0.0129,0.025241568684577942,4.908680854799245e-05,,,,,,,,,,,
1720,0.421,0.0129,0.03872300684452057,4.9125257192366235e-05,,,,,,,,,,,
1730,0.423,0.013,0.025139907374978065,4.916348294479592e-05,,,,,,,,,,,
1740,0.425,0.0128,0.03106757067143917,4.920148837466256e-05,,,,,,,,,,,
1750,0.428,0.0128,0.03897105157375336,4.923927600717397e-05,,,,,,,,,,,
1760,0.43,0.0127,0.02298654057085514,4.9276848324371566e-05,,,,,,,,,,,
1770,0.433,0.0125,0.0330311618745327,4.9314207766108614e-05,,,,,,,,,,,
1780,0.435,0.0136,0.025702837854623795,4.9351356731001e-05,,,,,,,,,,,
1790,0.438,0.0132,0.039342250674963,4.93882975773513e-05,,,,,,,,,,,
1800,0.44,0.0131,0.02103373594582081,4.942503262404716e-05,,,,,,,,,,,
1810,0.443,0.0132,0.036422472447156906,4.9461564151434755e-05,,,,,,,,,,,
1820,0.445,0.0133,0.032749515026807785,4.949789440216821e-05,,,,,,,,,,,
1830,0.447,0.0134,0.024390051141381264,4.953402558203572e-05,,,,,,,,,,,
1840,0.45,0.0125,0.027030589058995247,4.95699598607632e-05,,,,,,,,,,,
1850,0.452,0.0129,0.028619693592190742,4.960569937279611e-05,,,,,,,,,,,
1860,0.455,0.0133,0.051777053624391556,4.9641246218060244e-05,,,,,,,,,,,
1870,0.457,0.0123,0.03005416877567768,4.9676602462702105e-05,,,,,,,,,,,
1880,0.46,0.0119,0.027860376983880997,4.971177013980952e-05,,,,,,,,,,,
1890,0.462,0.0138,0.03450475633144379,4.97467512501132e-05,,,,,,,,,,,
1900,0.465,0.0127,0.031189505010843277,4.97815477626697e-05,,,,,,,,,,,
1910,0.467,0.0143,0.027806613594293594,4.981616161552654e-05,,,,,,,,,,,
1920,0.469,0.0127,0.030251074582338333,4.98505947163699e-05,,,,,,,,,,,
1930,0.472,0.0119,0.025504153221845627,4.98848489431555e-05,,,,,,,,,,,
1940,0.474,0.0126,0.03196396306157112,4.9918926144723235e-05,,,,,,,,,,,
1950,0.477,0.0119,0.027786394581198692,4.9952828141395905e-05,,,,,,,,,,,
1960,0.479,0.0123,0.04109245538711548,4.9986556725562744e-05,,,,,,,,,,,
1970,0.482,0.0128,0.05900617316365242,5e-05,,,,,,,,,,,
1980,0.484,0.0128,0.04278075322508812,5e-05,,,,,,,,,,,
1990,0.487,0.0118,0.033535633236169815,5e-05,,,,,,,,,,,
2000,0.489,0.012,0.02531735599040985,5e-05,,,,,,,,,,,
2010,0.491,0.0132,0.04441964626312256,5e-05,,,,,,,,,,,
2020,0.494,0.0126,0.025826463475823402,5e-05,,,,,,,,,,,
2030,0.496,0.0126,0.03091341070830822,5e-05,,,,,,,,,,,
2040,0.499,0.0137,0.034079235047101974,5e-05,,,,,,,,,,,
2045,0.5,,,,0.4751381214997894,0.30516431920471804,0.5658012533072448,0.5093062605252562,0.6633986927604285,0.6165075799613275,0.6473087818198183,0.5403750012969404,242.1962,12.8,0.103
2050,0.501,0.0125,0.06235135719180107,5e-05,,,,,,,,,,,
2060,0.504,0.0126,0.029249461367726326,5e-05,,,,,,,,,,,
2070,0.506,0.0121,0.030612574890255928,5e-05,,,,,,,,,,,
2080,0.509,0.0117,0.02786949649453163,5e-05,,,,,,,,,,,
2090,0.511,0.0124,0.030978398397564888,5e-05,,,,,,,,,,,
2100,0.513,0.0124,0.0407799668610096,5e-05,,,,,,,,,,,
2110,0.516,0.012,0.03092530369758606,5e-05,,,,,,,,,,,
2120,0.518,0.0122,0.02487003616988659,5e-05,,,,,,,,,,,
2130,0.521,0.013,0.033526550978422165,5e-05,,,,,,,,,,,
2140,0.523,0.0127,0.030158229172229767,5e-05,,,,,,,,,,,
2150,0.526,0.0128,0.030068952590227127,5e-05,,,,,,,,,,,
2160,0.528,0.0121,0.03082185424864292,5e-05,,,,,,,,,,,
2170,0.531,0.0127,0.03068118542432785,5e-05,,,,,,,,,,,
2180,0.533,0.0121,0.03872200846672058,5e-05,,,,,,,,,,,
2190,0.535,0.0143,0.03421557694673538,5e-05,,,,,,,,,,,
2200,0.538,0.012,0.028879741206765175,5e-05,,,,,,,,,,,
2210,0.54,0.0121,0.024294892325997353,5e-05,,,,,,,,,,,
2220,0.543,0.0119,0.021767601370811462,5e-05,,,,,,,,,,,
2230,0.545,0.0115,0.03210676833987236,5e-05,,,,,,,,,,,
2240,0.548,0.0117,0.1018766239285469,5e-05,,,,,,,,,,,
2250,0.55,0.0115,0.032332029193639755,5e-05,,,,,,,,,,,
2260,0.553,0.012,0.022601831704378128,5e-05,,,,,,,,,,,
2270,0.555,0.0118,0.03041832149028778,5e-05,,,,,,,,,,,
2280,0.557,0.0126,0.03557448461651802,5e-05,,,,,,,,,,,
2290,0.56,0.0118,0.0227714404463768,5e-05,,,,,,,,,,,
2300,0.562,0.0111,0.029660072177648544,5e-05,,,,,,,,,,,
2310,0.565,0.0117,0.03045172430574894,5e-05,,,,,,,,,,,
2320,0.567,0.012,0.029520777985453606,5e-05,,,,,,,,,,,
2330,0.57,0.0125,0.03082195110619068,5e-05,,,,,,,,,,,
2340,0.572,0.0113,0.017980778589844704,5e-05,,,,,,,,,,,
2350,0.575,0.0129,0.027230774983763695,5e-05,,,,,,,,,,,
2360,0.577,0.0118,0.030805321410298347,5e-05,,,,,,,,,,,
2370,0.579,0.0121,0.021466515958309174,5e-05,,,,,,,,,,,
2380,0.582,0.0125,0.028507908806204796,5e-05,,,,,,,,,,,
2390,0.584,0.0116,0.03233064338564873,5e-05,,,,,,,,,,,
2400,0.587,0.0108,0.027783352881669998,5e-05,,,,,,,,,,,
2410,0.589,0.0133,0.023990731686353683,5e-05,,,,,,,,,,,
2420,0.592,0.0114,0.05161132290959358,5e-05,,,,,,,,,,,
2430,0.594,0.0119,0.029962146654725075,5e-05,,,,,,,,,,,
2440,0.597,0.0128,0.05219484493136406,5e-05,,,,,,,,,,,
2450,0.599,0.0116,0.04782874509692192,5e-05,,,,,,,,,,,
2460,0.601,0.0119,0.026885783299803734,5e-05,,,,,,,,,,,
2470,0.604,0.0114,0.0237656868994236,5e-05,,,,,,,,,,,
2480,0.606,0.0111,0.026442766189575195,5e-05,,,,,,,,,,,
2490,0.609,0.0111,0.024337587878108025,5e-05,,,,,,,,,,,
2500,0.611,0.0118,0.02279239147901535,5e-05,,,,,,,,,,,
2510,0.614,0.012,0.030422763898968697,5e-05,,,,,,,,,,,
2520,0.616,0.0113,0.028500275686383247,5e-05,,,,,,,,,,,
2530,0.619,0.0113,0.03141273930668831,5e-05,,,,,,,,,,,
2540,0.621,0.011,0.5007824897766113,5e-05,,,,,,,,,,,
2550,0.623,0.013,0.039487481117248535,5e-05,,,,,,,,,,,
2560,0.626,0.0116,0.057497236877679825,5e-05,,,,,,,,,,,
2570,0.628,0.0113,0.02795533649623394,5e-05,,,,,,,,,,,
2580,0.631,0.0125,0.027362946420907974,5e-05,,,,,,,,,,,
2590,0.633,0.0113,0.023709695786237717,5e-05,,,,,,,,,,,
2600,0.636,0.0115,0.03106449358165264,5e-05,,,,,,,,,,,
