step,epoch,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_mit-movie,eval_mit-restaurant,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
0,0.0,0.4761904761389771,0.5918367346428571,0.8450704224840607,0.7903225805938996,0.6071428570918367,0.5454545454023876,0.48484848479926546,0.6201237287361835,34.8509,2.009,0.057
