wall_time,step,tag,value
1740332489.0131004,10,train/loss,1.6638000011444092
1740332494.3080988,20,train/loss,0.880299985408783
1740332499.3872051,30,train/loss,0.48899999260902405
1740332504.3960078,40,train/loss,0.3091999888420105
1740332509.4704976,50,train/loss,0.23829999566078186
1740332514.4525306,60,train/loss,0.18700000643730164
1740332519.5949824,70,train/loss,0.16660000383853912
1740332524.8968396,80,train/loss,0.15600000321865082
1740332529.9825184,90,train/loss,0.14229999482631683
1740332535.1157548,100,train/loss,0.13860000669956207
1740332540.1288722,110,train/loss,0.1306000053882599
1740332545.2068703,120,train/loss,0.12160000205039978
1740332550.2199867,130,train/loss,0.1137000024318695
1740332555.3195798,140,train/loss,0.11069999635219574
1740332560.3177817,150,train/loss,0.09860000014305115
1740332565.4937901,160,train/loss,0.10119999945163727
1740332570.6257575,170,train/loss,0.094200000166893
1740332575.8649466,180,train/loss,0.09080000221729279
1740332581.23295,190,train/loss,0.08910000324249268
1740332586.5172446,200,train/loss,0.08669999986886978
1740332591.6285286,210,train/loss,0.08669999986886978
1740332596.9486647,220,train/loss,0.08229999989271164
1740332602.0216231,230,train/loss,0.08089999854564667
1740332607.234152,240,train/loss,0.07930000126361847
1740332612.3956141,250,train/loss,0.0738999992609024
1740332617.561894,260,train/loss,0.07599999755620956
1740332622.626889,270,train/loss,0.06889999657869339
1740332627.6928422,280,train/loss,0.07339999824762344
1740332633.000506,290,train/loss,0.07129999995231628
1740332638.14621,300,train/loss,0.07320000231266022
1740332643.4566054,310,train/loss,0.07119999825954437
1740332648.6928523,320,train/loss,0.06889999657869339
1740332653.8783166,330,train/loss,0.06719999760389328
1740332659.094883,340,train/loss,0.06469999998807907
1740332664.3612795,350,train/loss,0.06669999659061432
1740332669.4169865,360,train/loss,0.06480000168085098
1740332674.5182302,370,train/loss,0.061900001019239426
1740332679.6700072,380,train/loss,0.05950000137090683
1740332684.8892236,390,train/loss,0.0649000033736229
1740332690.1368735,400,train/loss,0.06120000034570694
1740332695.292509,410,train/loss,0.059700001031160355
1740332700.4354475,420,train/loss,0.06120000034570694
1740332705.6331773,430,train/loss,0.05730000138282776
1740332710.6962652,440,train/loss,0.05820000171661377
1740332715.7521055,450,train/loss,0.05640000104904175
1740332720.8903995,460,train/loss,0.05469999834895134
1740332725.9809809,470,train/loss,0.05719999969005585
1740332731.1728702,480,train/loss,0.054099999368190765
1740332736.3583355,490,train/loss,0.05460000038146973
1740332741.5370378,500,train/loss,0.05220000073313713
1740332746.621033,510,train/loss,0.05180000141263008
1740332751.8115451,520,train/loss,0.053199999034404755
1740332756.9238725,530,train/loss,0.05040000006556511
1740332762.0506122,540,train/loss,0.053700000047683716
1740332767.3610373,550,train/loss,0.05339999869465828
1740333073.7231429,560,train/loss,0.05169999971985817
1740333078.9289756,570,train/loss,0.049800001084804535
1740333084.0894277,580,train/loss,0.05090000107884407
1740333089.3498406,590,train/loss,0.0494999997317791
1740333094.5939374,600,train/loss,0.048700001090765
1740333099.821735,610,train/loss,0.04859999939799309
1740333104.9842074,620,train/loss,0.04820000007748604
1740333110.174715,630,train/loss,0.04690000042319298
1740333115.3008685,640,train/loss,0.04650000110268593
1740333120.4300632,650,train/loss,0.04690000042319298
1740333125.647133,660,train/loss,0.04729999974370003
1740333130.8742478,670,train/loss,0.046300001442432404
1740333136.0770206,680,train/loss,0.044599998742341995
1740333141.385788,690,train/loss,0.04699999839067459
1740333146.5484247,700,train/loss,0.04560000076889992
1740333151.8381824,710,train/loss,0.045499999076128006
1740333157.0238771,720,train/loss,0.04320000112056732
1740333162.1156495,730,train/loss,0.04230000078678131
1740333167.3536773,740,train/loss,0.043800000101327896
1740333172.4491255,750,train/loss,0.04360000044107437
1740333177.7976153,760,train/loss,0.043699998408555984
1740333182.9093478,770,train/loss,0.04089999943971634
1740333188.0495322,780,train/loss,0.04149999842047691
1740333193.278701,790,train/loss,0.040699999779462814
1740333198.5583425,800,train/loss,0.04050000011920929
1740333203.8651266,810,train/loss,0.04170000180602074
1740333209.0294929,820,train/loss,0.039500001817941666
1740333214.2636704,830,train/loss,0.03920000046491623
1740333219.521166,840,train/loss,0.039900001138448715
1740333224.6571012,850,train/loss,0.04170000180602074
1740333229.832953,860,train/loss,0.0414000004529953
1740333235.0195456,870,train/loss,0.03779999911785126
1740333240.2206564,880,train/loss,0.039000000804662704
1740333245.5339427,890,train/loss,0.03909999877214432
1740333251.0516086,900,train/loss,0.03889999911189079
1740333256.160864,910,train/loss,0.039400000125169754
1740333261.443071,920,train/loss,0.038600001484155655
1740333266.6058304,930,train/loss,0.03849999979138374
1740333271.7020397,940,train/loss,0.03790000081062317
1740333276.8952222,950,train/loss,0.03929999843239784
1740333282.0968394,960,train/loss,0.03669999912381172
1740333287.2287352,970,train/loss,0.037300001829862595
1740333292.4547334,980,train/loss,0.03669999912381172
1740333297.5907664,990,train/loss,0.03620000183582306
1740333302.6855292,1000,train/loss,0.03620000183582306
1740333307.8483012,1010,train/loss,0.03739999979734421
1740333313.0875335,1020,train/loss,0.03819999843835831
1740333318.1831794,1030,train/loss,0.03420000150799751
1740333323.3686874,1040,train/loss,0.03709999844431877
1740333328.499544,1050,train/loss,0.037700001150369644
1740333333.5847294,1060,train/loss,0.037300001829862595
1740333338.816132,1070,train/loss,0.036400001496076584
1740333343.929592,1080,train/loss,0.03539999946951866
1740333349.131495,1090,train/loss,0.03449999913573265
1740333354.279437,1100,train/loss,0.036400001496076584
1740333359.384321,1110,train/loss,0.032600000500679016
1740333665.1921735,1120,train/loss,0.0348999984562397
1740333670.3689935,1130,train/loss,0.03449999913573265
1740333675.585642,1140,train/loss,0.03519999980926514
1740333680.8159072,1150,train/loss,0.03530000150203705
1740333685.9682217,1160,train/loss,0.03400000184774399
1740333691.0872128,1170,train/loss,0.03290000185370445
1740333696.1832309,1180,train/loss,0.033399999141693115
1740333701.2991993,1190,train/loss,0.03449999913573265
1740333706.3813598,1200,train/loss,0.03290000185370445
1740333711.6398318,1210,train/loss,0.03280000016093254
1740333716.9126625,1220,train/loss,0.03370000049471855
1740333722.01191,1230,train/loss,0.031599998474121094
1740333727.604433,1240,train/loss,0.03449999913573265
1740333732.7710688,1250,train/loss,0.033900000154972076
1740333738.257004,1260,train/loss,0.031700000166893005
1740333743.366095,1270,train/loss,0.03200000151991844
1740333748.445149,1280,train/loss,0.03519999980926514
1740333753.6218176,1290,train/loss,0.03139999881386757
1740333758.6964662,1300,train/loss,0.03189999982714653
1740333763.8333688,1310,train/loss,0.035100001841783524
1740333769.0865867,1320,train/loss,0.03269999846816063
1740333774.3104665,1330,train/loss,0.031300000846385956
1740333779.4487104,1340,train/loss,0.033399999141693115
1740333784.5372603,1350,train/loss,0.03200000151991844
1740333789.7333307,1360,train/loss,0.03229999914765358
1740333794.8439553,1370,train/loss,0.030500000342726707
1740333800.0482092,1380,train/loss,0.031099999323487282
1740333805.1813633,1390,train/loss,0.03150000050663948
1740333810.4664001,1400,train/loss,0.03180000185966492
1740333815.537964,1410,train/loss,0.032099999487400055
1740333820.7283876,1420,train/loss,0.029999999329447746
1740333825.8560102,1430,train/loss,0.032099999487400055
1740333831.0300474,1440,train/loss,0.02969999983906746
1740333836.2441592,1450,train/loss,0.02979999966919422
1740333841.5502934,1460,train/loss,0.028699999675154686
1740333846.667507,1470,train/loss,0.03020000085234642
1740333851.9316611,1480,train/loss,0.02879999950528145
1740333857.1581717,1490,train/loss,0.029400000348687172
1740333862.3058515,1500,train/loss,0.031099999323487282
1740333867.529297,1510,train/loss,0.030400000512599945
1740333872.6317065,1520,train/loss,0.028699999675154686
1740333877.7344427,1530,train/loss,0.03139999881386757
1740333882.8596852,1540,train/loss,0.02879999950528145
1740333887.9874098,1550,train/loss,0.03009999915957451
1740333893.08984,1560,train/loss,0.02810000069439411
1740333898.2979183,1570,train/loss,0.029500000178813934
1740333903.3760114,1580,train/loss,0.029400000348687172
1740333908.5690317,1590,train/loss,0.03150000050663948
1740333913.623391,1600,train/loss,0.029400000348687172
1740333918.7145705,1610,train/loss,0.02979999966919422
1740333923.781948,1620,train/loss,0.02889999933540821
1740333928.9629962,1630,train/loss,0.0284000001847744
1740333934.0975583,1640,train/loss,0.0284000001847744
1740333939.251564,1650,train/loss,0.030700000002980232
1740333944.4906242,1660,train/loss,0.02850000001490116
1740333949.5585616,1670,train/loss,0.028300000354647636
1740334260.4106038,1680,train/loss,0.028599999845027924
1740334265.5352335,1690,train/loss,0.027300000190734863
1740334270.7093835,1700,train/loss,0.027499999850988388
1740334275.7607782,1710,train/loss,0.02800000086426735
1740334280.856081,1720,train/loss,0.029500000178813934
1740334286.0337415,1730,train/loss,0.028200000524520874
1740334291.2336745,1740,train/loss,0.025800000876188278
1740334296.544777,1750,train/loss,0.0272000003606081
1740334301.608466,1760,train/loss,0.02800000086426735
1740334306.7135353,1770,train/loss,0.027899999171495438
1740334311.864387,1780,train/loss,0.027400000020861626
1740334317.053496,1790,train/loss,0.027400000020861626
1740334322.2066114,1800,train/loss,0.0272000003606081
1740334327.3490148,1810,train/loss,0.028999999165534973
1740334332.6577349,1820,train/loss,0.02879999950528145
1740334337.7360911,1830,train/loss,0.026399999856948853
1740334343.0426798,1840,train/loss,0.02759999968111515
1740334348.2251716,1850,train/loss,0.02879999950528145
1740334353.38078,1860,train/loss,0.027400000020861626
1740334358.4598725,1870,train/loss,0.027300000190734863
1740334363.6105824,1880,train/loss,0.024900000542402267
1740334368.660091,1890,train/loss,0.026799999177455902
1740334373.7892432,1900,train/loss,0.027000000700354576
1740334378.952748,1910,train/loss,0.02590000070631504
1740334384.189639,1920,train/loss,0.02710000053048134
1740334389.3142288,1930,train/loss,0.026399999856948853
1740334394.5055895,1940,train/loss,0.027699999511241913
1740334399.656157,1950,train/loss,0.026200000196695328
1740334404.7400942,1960,train/loss,0.026000000536441803
1740334409.8374186,1970,train/loss,0.025100000202655792
1740334415.031974,1980,train/loss,0.02669999934732914
1740334420.2650795,1990,train/loss,0.02539999969303608
1740334425.497529,2000,train/loss,0.026799999177455902
1740334430.5617704,2010,train/loss,0.02459999918937683
1740334435.708467,2020,train/loss,0.02539999969303608
1740334440.8455443,2030,train/loss,0.02630000002682209
1740334446.0745575,2040,train/loss,0.025200000032782555
1740334451.304618,2050,train/loss,0.025100000202655792
1740334456.3997638,2060,train/loss,0.02459999918937683
1740334461.702878,2070,train/loss,0.026200000196695328
1740334466.9626863,2080,train/loss,0.02459999918937683
1740334472.0526874,2090,train/loss,0.026499999687075615
1740334477.296013,2100,train/loss,0.026000000536441803
1740334482.5071619,2110,train/loss,0.02449999935925007
1740334487.5726185,2120,train/loss,0.025200000032782555
1740334492.789893,2130,train/loss,0.02590000070631504
1740334497.899107,2140,train/loss,0.023399999365210533
1740334503.1467338,2150,train/loss,0.025599999353289604
1740334508.2398646,2160,train/loss,0.024000000208616257
1740334513.4072874,2170,train/loss,0.02669999934732914
1740334518.5577846,2180,train/loss,0.024299999698996544
1740334523.6788838,2190,train/loss,0.023000000044703484
1740334528.7998605,2200,train/loss,0.024700000882148743
1740334533.9930303,2210,train/loss,0.02500000037252903
1740334539.0920603,2220,train/loss,0.025299999862909317
1740334544.3748353,2230,train/loss,0.02500000037252903
1740334857.056204,2240,train/loss,0.024399999529123306
1740334862.2451847,2250,train/loss,0.023000000044703484
1740334867.43011,2260,train/loss,0.02329999953508377
1740334872.5599759,2270,train/loss,0.02290000021457672
1740334877.8358371,2280,train/loss,0.02459999918937683
1740334882.9730735,2290,train/loss,0.022199999541044235
1740334888.0821772,2300,train/loss,0.023099999874830246
1740334893.277399,2310,train/loss,0.02459999918937683
1740334898.4053931,2320,train/loss,0.02319999970495701
1740334903.5388968,2330,train/loss,0.023399999365210533
1740334908.6133976,2340,train/loss,0.02199999988079071
1740334913.7604306,2350,train/loss,0.02319999970495701
1740334918.9108696,2360,train/loss,0.02280000038444996
1740334923.9835975,2370,train/loss,0.023800000548362732
1740334929.1569471,2380,train/loss,0.023399999365210533
1740334934.3318446,2390,train/loss,0.02319999970495701
1740334939.5576432,2400,train/loss,0.023900000378489494
1740334944.716866,2410,train/loss,0.02410000003874302
1740334949.8341975,2420,train/loss,0.022199999541044235
1740334955.048782,2430,train/loss,0.023099999874830246
1740334960.1437185,2440,train/loss,0.02290000021457672
1740334965.407799,2450,train/loss,0.02280000038444996
1740334970.5353887,2460,train/loss,0.02410000003874302
1740334975.643351,2470,train/loss,0.02370000071823597
1740334980.8017354,2480,train/loss,0.02329999953508377
1740334986.2229865,2490,train/loss,0.023499999195337296
1740334991.4616437,2500,train/loss,0.02239999920129776
1740334996.7216036,2510,train/loss,0.023600000888109207
1740335001.7779179,2520,train/loss,0.023499999195337296
1740335006.962511,2530,train/loss,0.02019999921321869
1740335012.0855138,2540,train/loss,0.02329999953508377
1740335017.444879,2550,train/loss,0.02250000089406967
1740335022.68894,2560,train/loss,0.02290000021457672
1740335027.8942027,2570,train/loss,0.023000000044703484
1740335033.0027864,2580,train/loss,0.02250000089406967
1740335038.0450783,2590,train/loss,0.02290000021457672
1740335043.348024,2600,train/loss,0.02160000056028366
1740335048.4858096,2610,train/loss,0.0215000007301569
1740335053.9300163,2620,train/loss,0.02250000089406967
1740335059.3659067,2630,train/loss,0.020999999716877937
1740335064.536605,2640,train/loss,0.021299999207258224
1740335069.695507,2650,train/loss,0.02239999920129776
1740335074.8582282,2660,train/loss,0.0210999995470047
1740335079.9795768,2670,train/loss,0.02370000071823597
1740335085.105783,2680,train/loss,0.021800000220537186
1740335090.260524,2690,train/loss,0.023600000888109207
1740335095.4440532,2700,train/loss,0.021800000220537186
1740335100.524041,2710,train/loss,0.022099999710917473
1740335105.7295241,2720,train/loss,0.02250000089406967
1740335110.9342647,2730,train/loss,0.021400000900030136
1740335116.0815568,2740,train/loss,0.023000000044703484
1740335121.205082,2750,train/loss,0.021800000220537186
1740335126.3404288,2760,train/loss,0.022099999710917473
1740335131.4374037,2770,train/loss,0.022700000554323196
1740335136.4803743,2780,train/loss,0.02319999970495701
1740335141.5515585,2790,train/loss,0.021299999207258224
1740335454.862132,2800,train/loss,0.021900000050663948
1740335460.1967945,2810,train/loss,0.020400000736117363
1740335465.2825541,2820,train/loss,0.021400000900030136
1740335470.7522457,2830,train/loss,0.023600000888109207
1740335476.3807087,2840,train/loss,0.021800000220537186
1740335481.6423311,2850,train/loss,0.021299999207258224
1740335487.0077133,2860,train/loss,0.0215000007301569
1740335492.3145998,2870,train/loss,0.020999999716877937
1740335497.3927467,2880,train/loss,0.02239999920129776
1740335502.5703967,2890,train/loss,0.021700000390410423
1740335507.7778971,2900,train/loss,0.021900000050663948
1740335512.983217,2910,train/loss,0.0210999995470047
1740335518.0773222,2920,train/loss,0.021900000050663948
1740335523.2225413,2930,train/loss,0.02160000056028366
1740335528.3300898,2940,train/loss,0.020800000056624413
1740335533.423484,2950,train/loss,0.02160000056028366
1740335538.5800703,2960,train/loss,0.021900000050663948
1740335543.7128866,2970,train/loss,0.02199999988079071
1740335548.8404255,2980,train/loss,0.02070000022649765
1740335554.0091019,2990,train/loss,0.019999999552965164
1740335559.2007475,3000,train/loss,0.020400000736117363
1740335564.2518947,3010,train/loss,0.020500000566244125
1740335569.3412626,3020,train/loss,0.020400000736117363
1740335574.4552276,3030,train/loss,0.02019999921321869
1740335579.5982714,3040,train/loss,0.0203000009059906
1740335584.8688715,3050,train/loss,0.02019999921321869
1740335590.0836973,3060,train/loss,0.02290000021457672
1740335595.3606014,3070,train/loss,0.022600000724196434
1740335600.4588099,3080,train/loss,0.0215000007301569
1740335605.6455104,3090,train/loss,0.01979999989271164
1740335610.7605114,3100,train/loss,0.021700000390410423
1740335615.7960932,3110,train/loss,0.020400000736117363
1740335620.8204684,3120,train/loss,0.021299999207258224
1740335625.9954126,3130,train/loss,0.020500000566244125
1740335631.1306975,3140,train/loss,0.019899999722838402
1740335636.202732,3150,train/loss,0.02019999921321869
1740335641.2454116,3160,train/loss,0.022199999541044235
1740335646.4325755,3170,train/loss,0.020899999886751175
1740335651.5519347,3180,train/loss,0.020800000056624413
1740335656.5990112,3190,train/loss,0.02019999921321869
1740335661.7924244,3200,train/loss,0.020500000566244125
1740335666.91003,3210,train/loss,0.019500000402331352
1740335672.016502,3220,train/loss,0.019200000911951065
1740335677.070422,3230,train/loss,0.0203000009059906
1740335682.1497014,3240,train/loss,0.020500000566244125
1740335687.2718148,3250,train/loss,0.0210999995470047
1740335692.3538287,3260,train/loss,0.020600000396370888
1740335697.6041813,3270,train/loss,0.02019999921321869
1740335702.7626657,3280,train/loss,0.0203000009059906
1740335708.0375013,3290,train/loss,0.0203000009059906
1740335713.202184,3300,train/loss,0.01860000006854534
1740335718.335945,3310,train/loss,0.021800000220537186
1740335723.4787054,3320,train/loss,0.022099999710917473
1740335728.5667992,3330,train/loss,0.019999999552965164
1740335733.654719,3340,train/loss,0.0203000009059906
1740335738.8566265,3350,train/loss,0.021400000900030136
1740336050.0143018,3360,train/loss,0.0203000009059906
1740336055.2052794,3370,train/loss,0.019899999722838402
1740336060.2526686,3380,train/loss,0.019500000402331352
1740336065.3407533,3390,train/loss,0.019200000911951065
1740336070.5169613,3400,train/loss,0.019500000402331352
1740336075.634422,3410,train/loss,0.01979999989271164
1740336080.734852,3420,train/loss,0.019099999219179153
1740336085.8286896,3430,train/loss,0.019899999722838402
1740336090.960969,3440,train/loss,0.018699999898672104
1740336096.1008422,3450,train/loss,0.018300000578165054
1740336101.2091343,3460,train/loss,0.0203000009059906
1740336106.3342197,3470,train/loss,0.019200000911951065
1740336111.395568,3480,train/loss,0.018200000748038292
1740336116.4381154,3490,train/loss,0.017999999225139618
1740336121.595909,3500,train/loss,0.019899999722838402
1740336126.666978,3510,train/loss,0.019999999552965164
1740336132.052798,3520,train/loss,0.020899999886751175
1740336137.212555,3530,train/loss,0.018300000578165054
1740336142.2400815,3540,train/loss,0.019500000402331352
1740336147.4116457,3550,train/loss,0.018300000578165054
1740336152.6527824,3560,train/loss,0.01899999938905239
1740336157.8113275,3570,train/loss,0.018200000748038292
1740336162.9634068,3580,train/loss,0.02019999921321869
1740336168.0630133,3590,train/loss,0.01850000023841858
1740336173.3047986,3600,train/loss,0.019099999219179153
1740336178.49452,3610,train/loss,0.019099999219179153
1740336183.7353702,3620,train/loss,0.017999999225139618
1740336188.8492317,3630,train/loss,0.01860000006854534
1740336193.9879258,3640,train/loss,0.019999999552965164
1740336199.1589773,3650,train/loss,0.01940000057220459
1740336204.1929352,3660,train/loss,0.019899999722838402
1740336209.292347,3670,train/loss,0.01850000023841858
1740336214.4639964,3680,train/loss,0.01979999989271164
1740336219.5420818,3690,train/loss,0.017799999564886093
1740336224.5871847,3700,train/loss,0.01860000006854534
1740336229.6294293,3710,train/loss,0.01860000006854534
1740336234.7106028,3720,train/loss,0.01940000057220459
1740336239.9159956,3730,train/loss,0.020400000736117363
1740336245.0606291,3740,train/loss,0.01810000091791153
1740336250.3487124,3750,train/loss,0.018699999898672104
1740336255.4928713,3760,train/loss,0.01850000023841858
1740336260.5359995,3770,train/loss,0.018200000748038292
1740336265.6034844,3780,train/loss,0.0203000009059906
1740336270.649881,3790,train/loss,0.016599999740719795
1740336275.7360585,3800,train/loss,0.017999999225139618
1740336280.7889836,3810,train/loss,0.01860000006854534
1740336285.9305131,3820,train/loss,0.01860000006854534
1740336291.0008633,3830,train/loss,0.018799999728798866
1740336296.166124,3840,train/loss,0.018300000578165054
1740336301.2311063,3850,train/loss,0.018799999728798866
1740336306.2891078,3860,train/loss,0.018200000748038292
1740336311.384547,3870,train/loss,0.019200000911951065
1740336316.4563699,3880,train/loss,0.018400000408291817
1740336321.520035,3890,train/loss,0.017799999564886093
1740336326.6158254,3900,train/loss,0.01860000006854534
1740336331.9144669,3910,train/loss,0.01979999989271164
1740336644.9395378,3920,train/loss,0.017100000753998756
1740336650.0742338,3930,train/loss,0.017999999225139618
1740336655.3882096,3940,train/loss,0.017899999395012856
1740336660.532507,3950,train/loss,0.018200000748038292
1740336665.7562296,3960,train/loss,0.020099999383091927
1740336670.8942988,3970,train/loss,0.017799999564886093
1740336675.962955,3980,train/loss,0.016599999740719795
1740336681.10185,3990,train/loss,0.018200000748038292
1740336686.2095842,4000,train/loss,0.019300000742077827
1740336691.428084,4010,train/loss,0.01720000058412552
1740336696.5137827,4020,train/loss,0.01860000006854534
1740336701.6531017,4030,train/loss,0.019700000062584877
